职位,学历,经验,公司,"城市,",区域,商圈,技能列表,福利列表
碎片化信息开发专员,本科,经验不限,蚂蚁集团,重庆,渝北区,人和,"['Python', 'Golang', 'Java', 'C++', 'Django', 'Flask', 'Tornado', 'Scrapy', 'Kubernetes', 'MySQL', 'Redis', 'Oracle', 'MongoDB', '爬虫经验', '架构设计经验', '云计算经验', 'Linux开发/部署经验', '分布式经验']","['带薪年假', '股票期权', '住房补贴', '年终奖', '免费班车', '包吃', '员工旅游', '加班补助', '节日福利', '零食下午茶', '五险一金', '交通补助', '餐补', '定期体检', '全勤奖', '通讯补贴']"
java/c/c++/python开发/测试/算法/数据,本科,经验不限,华为云,重庆,渝北区,人和,"['后端工程师', '全栈工程师', 'Java', 'Spring', '计算机/软件工程相关经验', 'Java开发经验']","['节假日加班费', '零食下午茶', '定期体检', '加班补助', '年终奖', '股票期权', '法定节假日三薪', '绩效奖金', '补充医疗保险', '带薪年假', '节日福利', '五险一金', '交通补助', '员工旅游', '通讯补贴', '夜班补助']"
AI大模型编程设计师（2人）,本科,1-3年,重庆小嗨獭人工智能,重庆,巴南区,李家沱,"['Java', 'C++', 'Scrapy', '爬虫经验', 'C', 'Django', 'MySQL', 'Redis', 'Tornado', 'Python', 'Flask']","['底薪加提成', '绩效奖金', '意外险']"
大模型研发工程师,本科,3-5年,物阜美誉,重庆,渝北区,人和,"['Linux开发/部署经验', '机器学习经验', 'Python', 'MySQL', 'Python开发', 'rag 知识库', '大模型 AI']",['五险一金']
高级python开发工程师,本科,3-5年,基煜基金,重庆,江北区,五里店,"['后端', '爬虫', '数据开发', 'Python', 'Java', 'MySQL', '计算机相关专业', '数学/统计相关专业', '全栈开发经验']","['定期体检', '节日福利', '带薪年假', '补充医疗保险', '员工旅游', '股票期权', '年终奖', '五险一金', '通讯补贴', '加班补助', '餐补', '零食下午茶']"
创百星荣昌编程老师,本科,经验不限,创百星教育,重庆,荣昌区,迎宾大道,"['c++', 'python', '信奥赛', '蓝桥杯', '计算机', '物联网']","['带薪年假', '节日福利', '晋升空间大', '员工旅游', '五险一金']"
AI Agent开发工程师,本科,3-5年,树科云境,重庆,九龙坡区,石桥铺,"['Java', 'Docker', 'SpringCloud', 'MySQL', 'Kafka', 'Dubbo', 'Spark', 'Spring', 'Python']",[]
c++开发工程师,硕士,经验不限,某大型汽车研发/制造公司,重庆,,,"['C++', 'Python', 'Oracle', '架构设计经验', 'ROS', '激光雷达']",[]
高级it技术人才,本科,1-3年,吉凯建筑咨询,重庆,九龙坡区,谢家湾,"['爬虫经验', 'Python']","['节日福利', '每周三下午茶', '绩效奖金', '带薪年假', '团建聚餐', '零食下午茶', '底薪加提成', '员工旅游', '全勤奖', '通讯补贴', '保底工资', '生日福利', '年终奖', '五险一金']"
Python开发助理,本科,经验不限,重庆海乐兴信息科技,重庆,渝北区,人和,"['Python', 'Java', 'C++', 'Django', 'MySQL', 'Redis', 'Linux开发/部署经验']","['餐补', '绩效奖金', '五险一金', '员工旅游', '零食下午茶', '生日福利', '节日福利', '住房补贴', '全勤奖', '高温补贴']"
Python工程师,本科,经验不限,酷多信息,重庆,九龙坡区,杨家坪,"['Python', 'C++', '网络爬虫技术', '全栈开发', '软件工程师', '深度学习算法', '数据挖掘']","['定期体检', '补充医疗保险', '宿舍有空调', '股票期权', '五险一金', '生日福利', '带薪年假', '包住', '全勤奖', '绩效奖金', '加班补助', '保底工资', '住房补贴', '年终奖']"
Ai编程员网页设计师,大专,1-3年,欣怡传媒,重庆,沙坪坝区,三峡广场,"['Java', 'Docker', '运维开发经验', 'Redis', 'Python']","['底薪加提成', '绩效奖金']"
Prompt工程师,本科,1-3年,北京斯朗科技,重庆,渝北区,财富中心,"['数据分析能力强', '接受加班']",['五险一金']
phthon技术岗,本科,3-5年,山城博学教育,重庆,渝北区,龙溪,"['Pandas', 'MySQL', 'Selenium', '架构设计经验', 'Linux开发/部署经验', 'Numpy', 'Python']","['零食下午茶', '员工旅游', '五险一金', '绩效奖金', '团建聚餐', '底薪加提成', '生日福利', '工龄奖']"
高级全栈工程师,本科,1-3年,重庆大三元网络科技,重庆,沙坪坝区,天星桥,"['全栈无侧重', 'VPN']",[]
渗透测试工程师（重庆-驻场）,本科,3-5年,奇安信集团,重庆,渝北区,人和,[],"['带薪年假', '股票期权', '年终奖', '零食下午茶', '节日福利', '补充医疗保险', '定期体检', '餐补', '五险一金', '通讯补贴', '交通补助']"
QT软件开发工程师,本科,1-3年,重庆国赫电子科技,重庆,江北区,寸滩,"['Java', 'C++', 'QT', 'Linux开发/部署经验', 'Python']","['带薪年假', '年终奖', '节日福利', '法定节假日三薪', '节假日加班费', '生日福利', '加班补助']"
系统应用工程师,本科,经验不限,某中型已上市证券期货公司,重庆,,,"['.NET', 'python', 'J2EE体系']","['定期体检', '交通补助', '餐补', '企业年金', '年终奖', '带薪年假', '补充医疗保险', '五险一金', '员工旅游', '节日福利']"
数字信息专员,大专,1-3年,瑞奇兰,重庆,渝北区,财富中心,"['Python', 'PyTorch', 'MySQL']","['五险一金', '全勤奖', '通讯补贴', '交通补助', '带薪年假', '节日福利']"
ai应用开发工程师,本科,1-3年,中联,重庆,渝北区,礼嘉,"['Python', 'C#', 'Docker', 'Elasticsearch', 'MySQL', 'Redis', 'PostgreSQL']","['五险一金', '零食下午茶', '补充医疗保险', '共享发展奖', '节日福利', '交通补助', '加班补助', '带薪年假', '员工旅游', '定期体检', '通讯补贴', '餐补', '年终奖']"
资深python开发工程师,本科,5-10年,某中型在线教育公司,重庆,,,"['Python', 'Golang', 'Java', 'Django', 'MySQL', '团队管理经验', '架构设计经验']",[]
python开发工程师,本科,3-5年,麓泱时代,重庆,,,"['Python', 'MySQL', 'MongoDB']","['五险一金', '加班补助', '节日福利', '生日福利', '年终奖', '高温补贴', '工龄奖', '绩效奖金', '带薪年假']"
大模型应用开发工程师,本科,3-5年,长安软件公司,重庆,江北区,鱼嘴,"['Java', 'Django', '机器学习经验', 'MySQL', 'Redis', 'Python', 'Flask']","['五险一金', '补充医疗保险', '免费班车', '节日福利', '交通补助', '带薪年假', '餐补', '定期体检', '股票期权', '年终奖']"
嵌入式AI开发工程师,本科,1-3年,赛力斯,重庆,,,"['C++', 'Python', 'C++服务端开发经验', 'Linux开发/部署经验', '计算机相关专业']","['生日福利', '团建聚餐', '有无线网', '年终奖', '五险一金', '宿舍有空调', '节日福利', '包吃', '免费工装', '零食下午茶', '餐补', '股票期权', '包住', '免费班车', '补充医疗保险', '带薪年假', '通讯补贴']"
Python开发工程师,本科,经验不限,搜行科技,重庆,江北区,观音桥,"['Redis', 'NoSQL', 'MongoDB', 'MySQL', '网络爬虫技术', 'Python']","['股票期权', '餐补', '员工旅游', '节日福利', '团建聚餐', '交通补助', '带薪年假', '通讯补贴', '生日福利']"
后端工程师（重庆）,本科,1-3年,知见生命,重庆,九龙坡区,白市驿,"['Python', 'Docker', 'Nginx', 'MySQL', 'MongoDB', '后端', '机器学习/算法工程', 'Python', '计算机相关专业']","['工龄奖', '交通补助', '高温补贴', '加班补助', '全勤奖', '通讯补贴', '年终奖', '五险一金', '餐补']"
软件开发工程师,大专,3-5年,嘉禧,重庆,,,['C++'],"['工龄奖', '加班补助', '五险一金', '保底工资', '底薪加提成', '绩效奖金']"
C语言+Python+前端讲师,本科,1-3年,志奇软件,重庆,渝北区,大竹林,"['兼职工作', '线下教学', '职业培训班', '日常教学', '实操实训', '计算机相关专业', 'C++项目开发经验']","['交通补助', '宿舍有空调', '通讯补贴', '餐补', '员工旅游', '带薪年假', '节日福利', '节假日加班费', '意外险', '包住', '团建聚餐', '五险一金']"
软件研发项目经理,本科,3-5年,重庆耕渝科技,重庆,渝北区,龙溪,"['Java', '团队管理经验', '不接受居家办公', 'SpringCloud', 'MySQL', 'Redis', 'MongoDB', 'Oracle', 'ERP开发经验']","['五险一金', '团建聚餐', '全勤奖', '生日福利', '工龄奖', '年终奖', '通讯补贴', '保底工资', '带薪年假', '法定节假日三薪', '交通补助', '定期体检', '绩效奖金', '员工旅游', '底薪加提成', '餐补', '意外险']"
软件程序员,本科,1-3年,麦麦集团,重庆,渝北区,悦来,"['C++', 'Python', '不接受居家办公', 'MySQL', '架构设计经验', '工业控制软件']","['生日福利', '交通补助', '加班补助', '团建聚餐', '年终奖', '节日福利', '员工旅游', '全勤奖', '工龄奖', '五险', '带薪年假', '通讯补贴', '餐补']"
高级测试工程师,本科,5-10年,聚米科技,重庆,渝北区,汽博中心,[],"['生日福利', '法定节假日三薪', '夜班补助', '年终奖', '带薪年假', '绩效奖金', '底薪加提成', '团建聚餐', '餐补', '加班补助', '节日福利']"
高级渗透测试工程师（钓鱼）,本科,经验不限,成都鑫旺永升科技,重庆,,,"['渗透测试', '打点']","['年终奖', '五险一金', '节日福利']"
高级测试开发,本科,3-5年,蚂蚁集团,重庆,南岸区,弹子石,"['功能测试', '自动化测试', 'Java', '计算机相关专业', '测试工作经验', '软件开发经验', '系统测试', '软件测试', '接口测试']","['定期体检', '节日福利', '意外险', '包吃', '节假日加班费', '员工旅游', '五险一金', '全勤奖', '免费班车', '带薪年假', '加班补助', '夜班补助', '通讯补贴', '股票期权', '零食下午茶', '住房补贴', '交通补助', '补充医疗保险', '年终奖', '餐补']"
前端,本科,3-5年,创城,重庆,渝北区,人和,"['rpa', 'python', 'HTML5', 'Vue', 'electron', 'Node.js', '前端开发经验']","['保底工资', '工龄奖', '五险一金', '带薪年假', '节假日加班费', '节日福利', '定期体检', '年终奖', '加班补助', '餐补', '交通补助']"
python高级工程师,硕士,5-10年,爱飞通航公司,重庆,南岸区,南坪,"['Python', 'Java', 'PHP', 'Docker', 'PyTorch', 'MySQL', '架构设计经验', 'Linux开发/部署经验', '云计算经验']",[]
大数据采集工程师,大专,1-3年,立信数据,重庆,沙坪坝区,三峡广场,['爬虫工程师'],"['资历工资', '全勤奖', '带薪年假', '五险一金', '节日福利']"
python高级开发工程师,本科,3-5年,中盈优创,重庆,渝北区,人和,"['Python', 'Kubernetes', 'Kafka', 'Django', 'MySQL', 'Oracle']","['团建聚餐', '有无线网', '交通补助', '节日福利', '生日福利', '法定节假日三薪', '意外险']"
运维工程师,本科,5-10年,软通动力,重庆,渝北区,空港新城,"['云平台运维', '运维经验']","['交通补助', '补充医疗保险', '加班补助', '零食下午茶', '免费班车', '团建活动', '节日福利', '生日福利', '五险一金', '带薪年假', '通讯补贴', '定期体检']"
大模型数据训练工程师,本科,3-5年,重庆电信,重庆,渝中区,渝州路,"['Python', 'Java', 'C', 'Docker', 'Kafka', 'Nginx', 'PyTorch', 'TensorFlow', 'MySQL', 'HBase', 'Spark', 'Hive', 'Hadoop', '爬虫经验', '运维开发经验', '机器学习经验']","['意外险', '高温补贴', '餐补', '节日福利', '通讯补贴', '免费工装', '团建聚餐', '定期体检', '交通补助', '有无线网']"
全栈工程师,本科,3-5年,重庆力值,重庆,渝北区,财富中心,[],"['零食下午茶', '带薪年假', '五险一金']"
后端助理,大专,经验不限,财源畅通有限公司,重庆,南岸区,南坪,"['后端', '计算机相关专业', '服务端开发经验']",[]
高级ai算法工程师,本科,5-10年,某大型金融科技公司,重庆,,,"['大模型', '机器学习', 'python', '大数据']","['生日福利', '年终奖', '定期体检', '绩效奖金', '团建聚餐', '节日福利', '工龄奖', '带薪年假', '五险一金']"
PHP高级后端开发工程师（周末双休+五险）,本科,3-5年,重庆金之政信息科技,重庆,江北区,观音桥,"['PHP', 'Golang', 'MySQL/Redis/MongoDB', 'PHP开发经验']","['加班补助', '年终奖', '五险一金']"
自然语言处理工程师,本科,3-5年,酷德数据,重庆,九龙坡区,二郎,"['机器学习', '大模型算法', '知识图谱', '文本生成', '多模态算法', '语义理解', '意图挖掘', 'C/C++', 'Python']","['五险一金', '全勤奖', '节日福利']"
信息检索SFT（字节驻场）,本科,1-3年,景烁科技,重庆,,,"['大模型', 'python', 'prompt', 'Agent', 'Java']","['五险一金', '带薪年假', '零食下午茶', '绩效奖金', '团建聚餐']"
ai应用工程师（实习生或者应届毕业生）,本科,1年以内,珏盛教育科技,重庆,渝北区,汽博中心,"['Python', 'Flask', 'Numpy', 'Docker', 'PyTorch', 'MySQL', 'PostgreSQL', '机器学习经验', '架构设计经验']","['夜班补助', '生日福利', '节日福利', '团建聚餐', '零食下午茶', '员工旅游', '加班补助', '交通补助', '年终奖', '五险一金']"
Python开发工程师,本科,1-3年,长沙哲枫电子科技,重庆,渝北区,人和,"['Python', 'PyTorch', 'Numpy', 'Pandas', 'Spark', 'Hadoop']",[]
感知部实习生,本科,,长安科技,重庆,,,"['Python', 'C++']","['定期体检', '补充医疗保险', '免费班车', '保底工资', '带薪年假', '交通补助', '生日福利', '节日福利', '股票期权', '年终奖', '通讯补贴', '五险一金', '绩效奖金', '高温补贴', '餐补']"
开发工程师,本科,1-3年,某计算机软件公司,重庆,,,"['Python', 'PostgreSQL', 'odoo', 'erp', 'hrp']",[]
Python 爬虫工程师,本科,1-3年,玩了么,重庆,南岸区,茶园新区,"['Python', '爬虫', '反爬', '大模型', 'agent']","['零食下午茶', '年终奖', '五险一金', '节日福利', '团建聚餐']"
AI应用开发工程师,本科,3-5年,固守远望,重庆,渝北区,黄泥塝,"['Python', 'C++', 'PyTorch', 'TensorFlow']","['五险一金', '年终奖', '带薪年假', '节日福利', '零食下午茶']"
MySQL DBA,本科,1-3年,小米消金,重庆,江北区,五里店,"['Python', 'Shell', 'PHP', 'Docker', 'Kubernetes', 'MySQL', 'Redis', 'TiDB', '计算机相关专业', 'DBA工作经验', 'MySQL数据库管理经验', '数据库工程交付经验', '熟悉Linux/Unix系统', 'OCP', 'OCM']","['五险一金', '带薪年假', '定期体检', '补充医疗保险', '交通补助', '全勤奖', '通讯补贴', '餐补', '年终奖', '节日福利']"
软件开发工程师（Python、C#）,本科,5-10年,山外山,重庆,,,"['MySQL', 'AI', 'Oracle', '大数据', 'Python']","['带薪年假', '绩效奖金', '业绩奖金', '生日福利', '定期体检', '团建聚餐', '年终奖', '住宿', '节假日加班费', '节日福利', '股票期权', '包吃', '五险一金', '加班补助', '宿舍有空调']"
智能语音系统开发工程师（大模型集成方向）,本科,1-3年,智骑者,重庆,沙坪坝区,大学城,"['Python', 'Golang', 'Java', 'PyTorch', 'TensorFlow', 'MySQL', 'Redis', '架构设计经验', 'Linux开发/部署经验', '分布式经验', '机器学习经验']","['加班补助', '住房补贴', '五险一金', '年终奖', '零食下午茶', '生日福利', '节日福利', '免费工装', '节假日加班费', '绩效奖金', '交通补助', '带薪年假', '餐补']"
